==============================================================================
pg_resp benchmark raw output — arm P-def — workload d1024-p1-c1
==============================================================================
arm            : P-def  (pg_resp on stock postgresql.conf)
workload       : data-size=1024 pipeline=1 clients=1 threads=1 => 1 total connections
protocol       : 3 run(s) x 60s, ratio 1:10 SET:GET, key-pattern G:G, key-maximum 1000000 (bible §10)
started (UTC)  : 2026-08-05T19:56:07.546468+00:00
server note    : (none given)
client pinning : docker --cpuset-cpus 4-7 (memtier runs containerised; see bench/harness/box/memtier_benchmark)
warm-up        : v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 1024 B values
server CPU     : 91 samples over ~91s — min 5.7%  median 50.6%  peak 56.4%  (100% = one logical CPU fully busy)
saturated      : NO (threshold 90% peak; recorded only, not enforced for this cell)
env class      : dedicated — publishable — dedicated-vCPU Linux box per Phase 4 environment amendment
publishable    : YES

credential note: any --authenticate value below is recorded verbatim on
purpose — iron rule 7 requires a command line that actually reruns. Per the
Phase 4 standing rule the benchmark box uses a freshly generated throwaway
password and is destroyed after the sweep; never reuse it anywhere.

memtier invocation (verbatim — this line is the contract, iron rule 7):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6379 --protocol=redis --ratio=1:10 --data-size=1024 --key-pattern=G:G --key-maximum=1000000 --pipeline=1 --clients=1 --threads=1 --test-time=60 --run-count=3 --print-percentiles=50,99,99.9 --hide-histogram --print-all-runs --authenticate=2007c50d0d90210f7fa4cacdd4de1753

warm-up invocation (verbatim):
  bench/harness/box/memtier_benchmark --host=127.0.0.1 --port=6379 --protocol=redis --ratio=1:0 --data-size=1024 --key-pattern=G:G --key-maximum=1000000 --pipeline=1 --clients=1 --threads=1 --run-count=1 --hide-histogram --requests=200000 --authenticate=2007c50d0d90210f7fa4cacdd4de1753

regenerate this exact file with:
  bench/harness/sweep.py --arm P-def --port 6379 --data-size 1024 --pipeline 1 --clients 1 --threads 1 --test-time 60 --run-count 3 --warmup-keys 200000 --env-class dedicated --client-cpus 4-7 --client-pin-mechanism docker-cpuset --memtier bench/harness/box/memtier_benchmark --require-exclusive --rerun-on-spread --out-dir bench/results/grid --auth-from-pg --psql bench/harness/box/psql --pg-host 127.0.0.1 --pg-port 28818

pre-run and post-run checks:
  - SHOW pg_resp.password -> set (read from the live instance, not assumed)
  - exclusivity: no other arm port answers
  - SET/GET probe OK over the measurement path (b'probe-ok' read back)
  - warm-up: v2 fixed key-count — 200000 requested, 200000 actual (200000 per connection x 1 connections), SET-only, G:G over 1M keys, 1024 B values
  - NOAUTH occurrences in output: 0 (must be 0)
  - per-run ops/sec: #1 24,910, #2 24,529, #3 24,442
  - median run: #2 (24,529.40 ops/s) — median, NOT memtier's AGGREGATED AVERAGE (a mean)
  - spread (max-min)/median: 1.91% (threshold 8.0%) -> OK
  - GET hit rate: 46.49% (must be > 0)

live server configuration, read from the RUNNING server (ENV.md §21.3):
  SHOW pg_resp.max_memory = 256MB
  SHOW pg_resp.eviction = clock_lru
  SHOW pg_resp.bind_address = 127.0.0.1
  SHOW shared_preload_libraries = pg_resp.so
  SHOW shared_buffers = 128MB
  SHOW synchronous_commit = on

server CPU samples, ~1s apart (total, then per container):
      45.9%  pg_resp_bench_pg=45.9%
      50.6%  pg_resp_bench_pg=50.6%
      50.6%  pg_resp_bench_pg=50.6%
      49.9%  pg_resp_bench_pg=49.9%
      51.0%  pg_resp_bench_pg=51.0%
      48.8%  pg_resp_bench_pg=48.8%
      49.9%  pg_resp_bench_pg=49.9%
      50.1%  pg_resp_bench_pg=50.1%
      49.6%  pg_resp_bench_pg=49.6%
      50.5%  pg_resp_bench_pg=50.5%
      48.2%  pg_resp_bench_pg=48.2%
      50.3%  pg_resp_bench_pg=50.3%
      50.1%  pg_resp_bench_pg=50.1%
      50.2%  pg_resp_bench_pg=50.2%
      50.6%  pg_resp_bench_pg=50.6%
      50.3%  pg_resp_bench_pg=50.3%
      50.6%  pg_resp_bench_pg=50.6%
      49.2%  pg_resp_bench_pg=49.2%
      50.5%  pg_resp_bench_pg=50.5%
      50.6%  pg_resp_bench_pg=50.6%
      48.9%  pg_resp_bench_pg=48.9%
      50.3%  pg_resp_bench_pg=50.3%
      49.9%  pg_resp_bench_pg=49.9%
      56.4%  pg_resp_bench_pg=56.4%
      50.3%  pg_resp_bench_pg=50.3%
      49.2%  pg_resp_bench_pg=49.2%
      50.8%  pg_resp_bench_pg=50.8%
      49.7%  pg_resp_bench_pg=49.7%
      51.1%  pg_resp_bench_pg=51.1%
      50.6%  pg_resp_bench_pg=50.6%
      25.3%  pg_resp_bench_pg=25.3%
      50.6%  pg_resp_bench_pg=50.6%
      50.4%  pg_resp_bench_pg=50.4%
      52.0%  pg_resp_bench_pg=52.0%
      50.1%  pg_resp_bench_pg=50.1%
      50.9%  pg_resp_bench_pg=50.9%
      50.7%  pg_resp_bench_pg=50.7%
      49.7%  pg_resp_bench_pg=49.7%
      50.8%  pg_resp_bench_pg=50.8%
      50.0%  pg_resp_bench_pg=50.0%
      51.3%  pg_resp_bench_pg=51.3%
      50.5%  pg_resp_bench_pg=50.5%
      50.8%  pg_resp_bench_pg=50.8%
      50.5%  pg_resp_bench_pg=50.5%
      50.6%  pg_resp_bench_pg=50.6%
      51.4%  pg_resp_bench_pg=51.4%
      50.0%  pg_resp_bench_pg=50.0%
      50.3%  pg_resp_bench_pg=50.3%
      50.1%  pg_resp_bench_pg=50.1%
      50.2%  pg_resp_bench_pg=50.2%
      50.8%  pg_resp_bench_pg=50.8%
      50.6%  pg_resp_bench_pg=50.6%
      50.7%  pg_resp_bench_pg=50.7%
      52.3%  pg_resp_bench_pg=52.3%
      50.1%  pg_resp_bench_pg=50.1%
      51.3%  pg_resp_bench_pg=51.3%
      49.6%  pg_resp_bench_pg=49.6%
      50.8%  pg_resp_bench_pg=50.8%
      50.7%  pg_resp_bench_pg=50.7%
      51.3%  pg_resp_bench_pg=51.3%
       5.7%  pg_resp_bench_pg=5.7%
      51.2%  pg_resp_bench_pg=51.2%
      51.9%  pg_resp_bench_pg=51.9%
      50.9%  pg_resp_bench_pg=50.9%
      51.3%  pg_resp_bench_pg=51.3%
      52.0%  pg_resp_bench_pg=52.0%
      50.5%  pg_resp_bench_pg=50.5%
      50.5%  pg_resp_bench_pg=50.5%
      49.9%  pg_resp_bench_pg=49.9%
      51.1%  pg_resp_bench_pg=51.1%
      51.5%  pg_resp_bench_pg=51.5%
      51.5%  pg_resp_bench_pg=51.5%
